timestamp,node_id,seq,temperature,humidity,pressure,co_ppm,co2_ppm,rssi,snr,fire
2026-04-24 15:30:35,1,0,26.13,45.07,1013.14,15.00,866,-24,11,0.0
2026-04-24 15:30:45,1,1,26.05,45.79,1013.10,13.00,728,-27,11,0.0
2026-04-24 15:30:55,1,0,25.77,45.55,1013.15,10.00,661,-22,11,0.0
2026-04-24 15:30:58,1,0,25.77,45.55,1013.15,10.00,661,-23,9,0.0
2026-04-24 15:31:05,1,1,25.80,46.18,1013.20,19.00,695,-40,11,0.0
2026-04-24 15:31:15,1,0,25.64,46.14,1013.03,9.00,658,-37,11,0.0
2026-04-24 15:31:25,1,1,25.81,46.69,1013.16,9.00,650,-29,10,0.0
2026-04-24 15:31:28,1,1,25.81,46.69,1013.16,9.00,650,-36,10,0.0
2026-04-24 15:31:35,1,0,26.08,46.75,1013.06,25.00,706,-38,9,0.0
2026-04-24 15:31:48,1,1,26.03,45.95,1013.10,15.00,652,-19,11,0.0
2026-04-24 15:31:58,1,0,25.83,45.59,1013.14,14.00,599,-25,11,0.0
2026-04-24 15:32:05,1,1,25.43,45.89,1013.06,5.00,545,-41,10,0.0
2026-04-24 15:32:15,1,0,25.17,45.63,1013.11,10.00,564,-24,10,0.0
2026-04-24 15:32:25,1,1,25.00,46.13,1013.11,8.00,546,-31,10,0.0
2026-04-24 15:32:28,1,1,25.00,46.13,1013.11,8.00,546,-29,10,0.0
2026-04-24 15:32:38,1,0,24.90,46.93,1013.10,7.00,544,-33,10,0.0
2026-04-24 15:32:45,1,1,24.90,47.62,1013.20,10.00,554,-32,11,0.0
2026-04-24 15:32:58,1,0,25.09,47.91,1013.06,32.00,599,-34,10,0.0
2026-04-24 15:33:05,1,1,25.50,47.59,1013.22,44.00,755,-27,9,0.0
2026-04-24 15:33:21,1,0,25.53,47.03,1013.10,27.00,762,-37,11,0.0
2026-04-24 15:33:25,1,1,25.48,47.14,1013.19,32.00,710,-37,10,0.0
2026-04-24 15:33:35,1,0,25.89,47.76,1013.18,48.00,812,-25,10,0.0
2026-04-24 15:33:45,1,1,26.04,45.98,1013.17,13.00,773,-43,10,0.0
2026-04-24 15:33:55,1,0,26.48,46.71,1013.06,57.00,835,-27,10,0.0
2026-04-24 15:34:04,1,1,27.08,45.12,1013.05,36.00,886,-28,10,0.0
2026-04-24 15:34:14,1,0,27.29,43.71,1013.13,27.00,850,-29,10,0.0
2026-04-24 15:34:24,1,1,27.45,43.48,1013.12,65.00,815,-24,10,0.0
2026-04-24 15:34:34,1,0,27.54,43.33,1013.12,58.00,874,-36,10,0.0
2026-04-24 15:34:44,1,1,27.35,42.40,1013.10,26.00,834,-29,10,0.0
2026-04-24 15:34:54,1,0,27.77,43.70,1013.18,42.00,935,-31,10,0.0
2026-04-24 15:35:04,1,1,27.63,42.61,1013.10,34.00,844,-33,10,0.0
2026-04-24 15:35:14,1,0,27.68,42.61,1013.20,49.00,877,-19,10,0.0
2026-04-24 15:35:24,1,1,27.44,42.51,1013.12,34.00,868,-17,10,0.0
2026-04-24 15:35:37,1,0,27.76,43.69,1012.97,40.00,977,-30,10,0.0
2026-04-24 15:35:44,1,1,27.72,42.72,1013.13,15.00,891,-31,10,0.0
2026-04-24 15:35:54,1,0,27.47,42.19,1013.11,21.00,749,-33,9,0.0
2026-04-24 15:36:04,1,1,27.89,43.30,1013.07,52.00,893,-35,9,0.0
2026-04-24 15:36:14,1,0,28.38,42.00,1013.09,21.00,1044,-27,10,0.0
2026-04-24 15:36:24,1,1,28.70,40.83,1013.05,13.00,951,-33,10,0.0
2026-04-24 15:36:34,1,0,29.14,40.12,1013.03,12.00,880,-25,10,0.0
2026-04-24 15:36:44,1,1,29.35,39.60,1013.08,4.00,742,-24,11,0.0
2026-04-24 15:36:54,1,0,29.05,39.34,1013.05,5.00,648,-23,10,0.0
2026-04-24 15:37:00,1,0,29.05,39.34,1013.05,5.00,648,-29,10,0.0
2026-04-24 15:37:07,1,1,28.76,40.02,1013.08,8.00,614,-29,10,0.0
2026-04-24 15:37:14,1,0,28.57,40.43,1013.04,12.00,653,-18,11,0.0
2026-04-24 15:37:17,1,0,28.57,40.43,1013.04,12.00,653,-30,10,0.0
2026-04-24 15:37:20,1,0,28.57,40.43,1013.04,12.00,653,-27,10,0.0
2026-04-24 15:37:24,1,1,28.64,40.52,1013.06,13.00,683,-36,9,0.0
2026-04-24 15:37:34,1,0,29.16,40.09,1013.06,7.00,701,-31,10,0.0
2026-04-24 15:37:44,1,1,29.28,39.72,1013.06,6.00,651,-22,10,0.0
2026-04-24 15:37:54,1,0,29.23,38.96,1013.14,2.00,588,-20,10,0.0
2026-04-24 15:38:04,1,1,29.00,39.40,1013.08,2.00,521,-17,10,0.0
2026-04-24 15:38:14,1,0,29.00,38.97,1013.08,2.00,524,-16,10,0.0
2026-04-24 15:40:23,1,1,26.12,43.03,1012.99,6.00,508,-17,10,0.0
2026-04-24 15:41:03,1,1,24.74,44.32,1012.86,5.00,498,-21,9,0.0
2026-04-24 15:41:13,1,0,24.79,44.86,1013.03,5.00,539,-14,10,0.0
2026-04-24 15:41:23,1,1,24.76,45.16,1012.92,2.00,544,-13,10,0.0
2026-04-24 15:41:27,1,1,24.76,45.16,1012.92,2.00,544,-13,10,0.0
2026-04-24 15:41:33,1,0,24.79,45.98,1012.96,3.00,576,-22,10,0.0
2026-04-24 15:41:43,1,1,24.73,46.83,1012.96,9.00,570,-25,10,0.0
2026-04-24 15:41:53,1,0,24.65,46.91,1012.97,2.00,585,-17,10,0.0
2026-04-24 15:42:03,1,1,24.73,47.28,1012.96,5.00,588,-18,10,0.0
2026-04-24 15:42:13,1,0,25.02,47.90,1012.95,5.00,637,-16,10,0.0
2026-04-24 15:42:23,1,1,25.02,47.15,1013.03,1.00,620,-19,10,0.0
2026-04-24 15:42:33,1,0,24.82,47.10,1012.97,2.00,574,-27,10,0.0
2026-04-24 15:43:03,1,1,24.54,47.52,1012.97,2.00,534,-20,10,0.0
2026-04-24 15:43:23,1,1,24.25,48.58,1012.96,2.00,532,-15,10,0.0
2026-04-24 15:43:33,1,0,24.55,49.55,1012.89,16.00,622,-22,10,0.0
2026-04-24 15:43:43,1,1,25.03,48.70,1012.89,13.00,740,-10,10,0.0
2026-04-24 15:44:03,1,1,26.07,46.66,1012.91,2.00,623,-10,9,0.0
2026-04-24 15:44:43,1,1,28.60,42.03,1012.92,6.00,705,-15,10,0.0
2026-04-24 15:45:03,1,1,29.52,39.53,1012.96,5.00,645,-18,10,0.0
2026-04-24 15:45:13,1,0,30.14,38.99,1012.95,24.00,745,-17,10,0.0
2026-04-24 15:45:23,1,1,30.87,38.13,1012.92,18.00,857,-19,10,0.0
2026-04-24 15:45:33,1,0,31.44,36.88,1012.93,6.00,866,-15,10,0.0
2026-04-24 15:45:36,1,0,31.44,36.88,1012.93,6.00,866,-17,10,0.0
2026-04-24 15:46:23,1,1,28.90,40.11,1012.89,6.00,501,-16,10,0.0
2026-04-24 15:47:02,1,1,27.08,43.74,1012.83,19.00,572,-24,9,0.0
2026-04-24 15:47:12,1,0,27.72,43.80,1012.88,32.00,722,-16,10,0.0
2026-04-24 15:47:16,1,0,27.72,43.80,1012.88,32.00,722,-15,10,0.0
2026-04-24 15:47:22,1,1,28.95,43.15,1012.89,26.00,928,-18,9,0.0
2026-04-24 15:47:32,1,0,29.79,41.16,1012.89,27.00,921,-20,9,0.0
2026-04-24 15:47:42,1,1,30.67,39.63,1012.89,34.00,987,-21,10,0.0
2026-04-24 15:47:52,1,0,31.04,38.34,1012.91,8.00,926,-15,10,0.0
2026-04-24 15:48:02,1,1,31.50,37.90,1012.89,8.00,854,-14,9,0.0
2026-04-24 15:48:12,1,1,31.50,37.90,1012.89,8.00,854,-17,11,0.0
2026-04-24 15:48:12,1,0,31.65,36.92,1012.88,13.00,763,-17,11,0.0
2026-04-24 15:48:22,1,1,31.68,36.58,1012.93,6.00,691,-18,9,0.0
2026-04-24 15:48:32,1,0,31.65,36.70,1012.89,14.00,642,-20,10,0.0
2026-04-24 15:48:42,1,1,31.84,36.62,1012.91,21.00,690,-17,10,0.0
2026-04-24 15:48:52,1,0,31.92,36.10,1012.86,16.00,698,-15,10,0.0
2026-04-24 15:49:02,1,1,32.05,35.81,1012.91,2.00,674,-14,10,0.0
2026-04-24 15:49:12,1,0,32.49,35.90,1012.88,13.00,707,-11,10,0.0
2026-04-24 15:49:22,1,1,31.96,35.42,1012.92,5.00,640,-12,10,0.0
2026-04-24 15:49:25,1,1,31.96,35.42,1012.92,5.00,640,-13,10,0.0
2026-04-24 15:49:42,1,1,32.03,35.84,1012.82,7.00,614,-11,10,0.0
2026-04-24 15:49:52,1,0,32.11,35.91,1012.80,7.00,659,-11,10,0.0
2026-04-24 15:50:05,1,1,31.93,35.78,1012.88,13.00,635,-10,10,0.0
2026-04-24 15:50:12,1,0,31.99,36.26,1012.86,12.00,637,-11,10,0.0
